262972.7161051759,155332.28121068736,217207.51127301223,492469.96628836694
246515.4654229941,153201.64291108208,234176.34010993928,619556.9337669817
110268.61891216671,77555.20792019268,110268.61891216671,316687.69769915804
570146.264343978,420819.1204043293,570146.264343978,977462.8353466762
301956.30175045534,200859.7547027111,297432.9118690069,537963.5877052373
291363.5473450352,229311.97333429358,291363.5473450352,461773.2157136502
234454.39414573673,160177.8513414996,234454.39414573673,538085.4426855529
193995.7046733907,137434.74041743524,191080.0858864892,357235.3438678774
167927.58741884434,116905.10347406434,167927.58741884434,428001.98691871733
208801.81338473625,149289.64591868868,205669.37666978769,368777.43345525657
300946.07424049644,220956.90916321482,299441.62223223265,497783.4486134612
306856.87896278326,208926.28073230575,306856.87896278326,552788.3074928266
181299.87390249642,119652.0853950089,175819.82143272477,544224.4919644486
63629.34663414471,39892.073779873754,57042.79972170659,237858.86294164782
305246.01186601404,206780.1719467796,305246.01186601404,561320.038115701
176268.8595583421,113107.3323914393,170966.6266912445,375906.81937523646
201346.63416290627,122623.3061633783,200334.2107486922,649417.1767071707
208986.81516656792,166969.01460548016,208986.81516656792,276406.44891295757
330269.20028378867,238160.9210478549,330269.20028378867,582472.9025105892
194702.31323174393,117526.18326785903,174871.4996549876,342930.08206638956
288529.4815275675,212201.9085857723,288529.4815275675,479923.23733861936
325957.08708900557,235880.82491044747,324324.7022467252,571579.5855910162
308764.69445238856,199281.6791796809,308764.69445238856,759109.0301681235
135898.7074350043,88982.35480616151,135214.72704538683,330520.7859869017
624275.226548604,495133.78073715157,624275.226548604,912955.694022462
419292.4162880005,315934.7546870192,419292.4162880005,599654.9820917475
261908.70129188735,173276.34624111443,261908.70129188735,610378.3530526946
219645.02140884686,139229.74972198406,216328.2903076334,572920.164501173
369313.0547500253,308567.35507282516,369313.0547500253,517375.88413656683
179413.61371514594,116368.5227668134,176707.20370951848,398042.3298844965
133292.8801075825,84111.64385074706,133292.8801075825,421156.13257992285
274590.39573234314,186161.4336942002,274590.39573234314,644503.9793472483
203788.21092030927,129705.52267633921,197647.8249767919,475453.10006624536
369291.7507431603,254121.88344582758,369291.7507431603,662138.9261973117
293675.16294501215,220044.41567252975,293675.16294501215,427044.05803584104
625149.8496122285,483382.0978180535,625149.8496122285,928379.8052145401
344927.0017742275,256647.6756135387,344927.0017742275,561534.4527085366
127400.94512956787,94119.56928264453,127400.94512956787,259602.72302817713
144918.15055046888,103952.04336905522,144918.15055046888,312355.9880017402
408427.7430223145,303296.2707240662,408427.7430223145,676173.3299888537
187256.26918115906,125701.82337155778,187256.26918115906,391529.35827774124
319989.43358692195,243650.22541258382,318402.51756001933,460181.09095225006
377897.2223764583,245435.14281000858,339644.86116259464,613370.6748748253
123387.59675976058,79341.89058484526,121521.2939221668,340232.80697374156
330888.4831794601,254139.87089277225,330888.4831794601,565601.6603094066
367447.5113476839,263939.9032832255,367447.5113476839,604831.4872516652
188483.5892083503,142335.3588961042,188483.5892083503,306286.3582847496
489006.74741988437,393754.0698533912,489006.74741988437,744004.375893037
369303.4073348529,292862.64253293123,369303.4073348529,510909.0945965331
103937.09649994592,66617.94848594509,102364.32669670467,316618.3644055926
156701.74722218027,114282.81443981924,156701.74722218027,348261.0157210474
387652.164037596,312894.55969680304,387652.164037596,526873.5642005147
121246.66919124016,84921.32451470933,121246.66919124016,347494.6382239581
669936.5891884696,502525.2986669612,669936.5891884696,906435.0043803713
285203.2925542888,195010.22809994576,285203.2925542888,625598.9458286923
302695.2694624298,238221.67211481673,302695.2694624298,472137.0476916039
398765.46631296864,307826.50093960715,398765.46631296864,646534.7114252655
286087.61725886096,216164.86523257312,286087.61725886096,476249.8193994496
171858.2252161871,122402.79981145356,171858.2252161871,362891.4710403125
378175.64422654547,276692.4070635762,378175.64422654547,683809.1806043311
298825.5467828073,226731.20375437706,298825.5467828073,513810.1834406478
160846.3824030617,104810.93894911639,160846.3824030617,426227.4602691106
152850.5868195525,112289.18010869305,152850.5868195525,277740.6382910962
118332.90774768496,81694.04381520711,118332.90774768496,358442.0074638667
551525.8098367982,433667.85414728615,551525.8098367982,846134.4865779369
147157.97653437912,84125.02148460204,132028.74895421538,530231.4058062263
139030.15788988312,94333.5895825975,139030.15788988312,331525.47601357696
161243.5697502663,114368.53837194557,161243.5697502663,356617.72776272654
235948.20668073188,157897.33854019284,232415.82530267182,412332.168241644
191536.3983674004,134457.64006527138,191536.3983674004,424783.1842159972
713915.013740798,571656.3321160341,713915.013740798,979868.5663771734
146902.1114493957,90876.90303049076,142469.50626562568,457169.9215115369
120600.84100866907,72276.72935994028,111614.34235143861,416109.301457398
351964.69558741804,231587.45194621795,341494.1707684325,605393.086914869
274478.5419161403,198010.5268995022,274478.5419161403,560162.2963491458
154866.75894605153,106871.60180496187,154866.75894605153,434365.90181722003
126738.72787836943,87276.09049485544,126100.12946817018,343487.57546815247
491543.7651326348,400174.09508168517,491543.7651326348,733973.2794090525
249636.04337624626,150597.0399490789,224130.69559908268,457121.65134191635
197132.23973799046,131833.95482732257,197132.23973799046,489865.1751832583
122332.75104210225,88035.27843525921,122332.75104210225,314787.58996658854
349815.29006102396,233377.08423530773,349815.29006102396,758967.8028282239
102693.8321492656,64540.16765867177,84662.30685774681,337670.8572298493
110722.03113127885,81235.63505966564,110722.03113127885,242248.63193977828
178977.49447630084,124232.55520485897,178977.49447630084,376535.9978496474
95193.16115214507,60312.43845529543,93753.78229088242,319309.8083337628
378182.779242157,279204.83530097356,378182.779242157,681019.3338583332
141940.59581356912,97185.90386511461,137659.24848214997,306960.7398053361
147143.44791784332,78054.84389109125,108147.56625222397,317695.494852386
285021.27147226746,219030.83436717052,285021.27147226746,448523.79444462055
151822.0932745155,104365.00920047007,151822.0932745155,269051.3750460604
174158.94381163036,115614.71131962165,161189.2867572823,349549.1089855253
464112.16804137366,356316.1246046842,464112.16804137366,779254.0788657245
133724.96866071905,82772.60015547415,123714.6743298693,374032.18666398263
128866.5104602252,88444.89510980978,126915.5022141792,334328.515698232
136248.04759628684,90311.52195688656,126021.8691287038,335674.26377307816
499858.8532360437,376120.59481035423,499858.8532360437,860894.0452577492
273523.23563640035,195367.40835124068,273523.23563640035,572955.8106584596
359498.2782093296,244225.85375505194,359498.2782093296,789012.5832091362
190754.79506438272,143617.14453439842,190754.79506438272,374663.5518149878
182807.9603657151,127265.73173079979,181888.34528089565,407684.9004868905
106689.3448262339,73764.23885590784,106689.3448262339,311004.7104547846
87177.17765335212,59882.84774952768,87177.17765335212,288860.2999566091
124011.81250601869,80514.24531911786,114710.72524450702,406690.9377738662
409832.72433709697,310278.6047338608,409832.72433709697,692476.7634835985
529564.0877934129,388545.10522605333,529564.0877934129,729252.6864073959
179909.03351419565,115978.66122622388,177192.63336718205,427831.2537527974
398811.48790671653,309298.20015905116,398811.48790671653,610505.5226008869
247532.78701063414,174554.61972579797,247532.78701063414,511981.1851698036
189827.46388259286,125496.92109865062,189827.46388259286,475310.2913420127
207664.33423368694,160517.83845320603,207664.33423368694,373751.98383680225
