1,1,60,1190000,0,156,0,0,10,0,0,2,0,0,0,0,0
2,1,31,1278000,0,120,0,0,10,0,0,7,0,0,0,0,0
3,1,45,732000,0,72,0,0,10,0,0,11,0,0,0,0,0
4,1,40,842000,0,144,0,0,10,0,0,4,0,0,0,0,0
5,1,35,1100000,0,96,0,0,10,0,0,10,0,0,0,0,0
6,1,47,1131000,0,72,0,0,10,0,0,5,0,0,0,0,0
7,1,57,658000,0,60,0,0,10,0,0,3,0,0,0,0,0
8,1,48,1118000,0,84,0,0,10,0,0,4,0,0,0,0,0
9,1,56,1320000,0,228,0,0,10,0,0,2,0,0,0,0,0
10,1,47,1046000,0,144,0,1,10,0,0,1,0,0,0,0,0
11,1,64,622000,0,72,0,1,10,0,0,10,0,0,0,0,0
12,1,31,1751000,0,60,0,0,10,0,0,2,0,0,0,0,0
13,1,38,899000,0,48,0,0,10,0,0,2,0,0,0,0,0
14,1,53,690000,0,108,0,1,10,0,0,5,0,0,0,0,0
15,1,28,895000,0,24,0,0,10,0,0,7,0,0,0,0,0
16,1,53,894000,0,156,0,0,10,0,0,1,0,0,0,0,0
17,1,35,844000,0,72,0,1,10,0,0,10,0,0,0,0,0
18,1,41,1207000,0,24,0,1,10,0,0,6,0,0,0,0,0
19,1,36,677000,0,72,0,0,10,0,0,3,0,0,0,0,0
20,1,27,561000,0,60,0,0,10,0,0,11,0,0,0,0,0
21,1,48,956000,0,144,0,0,10,0,0,11,0,0,0,0,0
22,1,40,800000,0,120,0,1,10,0,0,6,0,0,0,0,0
23,1,28,1311000,0,84,0,0,10,0,0,8,0,0,0,0,0
24,1,45,502000,0,168,0,0,10,0,0,5,0,0,0,0,0
25,1,75,911000,0,180,0,1,10,0,0,7,0,0,0,0,0
26,1,37,846000,0,156,0,0,10,0,0,4,0,0,0,0,0
27,1,56,636000,0,216,0,1,10,0,0,9,0,0,0,0,0
28,1,37,665000,0,192,0,0,10,0,0,2,0,0,0,0,0
29,1,55,962000,0,72,0,1,10,0,0,10,0,0,0,0,0
30,1,66,606000,0,228,0,0,10,0,0,12,0,0,0,0,0
31,1,46,527000,0,108,0,1,10,0,0,7,0,0,0,0,0
32,1,54,1291000,0,84,0,0,10,0,0,11,0,0,0,0,0
33,1,53,711000,0,24,0,0,10,0,0,6,0,0,0,0,0
34,1,42,512000,0,120,0,0,10,0,0,5,0,0,0,0,0
35,1,32,584000,0,48,0,0,10,0,0,5,0,0,0,0,0
36,1,50,1308000,0,168,0,1,10,0,0,11,0,0,0,0,0
37,1,22,840000,0,0,0,1,10,0,0,8,0,0,0,0,0
38,1,64,926000,0,96,0,0,10,0,0,5,0,0,0,0,0
39,1,41,742000,0,132,0,0,10,0,0,2,0,0,0,0,0
40,1,47,1373000,0,36,0,0,10,0,0,8,0,0,0,0,0
41,1,51,1418000,0,120,0,0,10,0,0,7,0,0,0,0,0
42,1,73,945000,0,264,0,1,10,0,0,6,0,0,0,0,0
43,1,69,748000,0,132,0,0,10,0,0,7,0,0,0,0,0
44,1,36,1013000,0,180,0,1,10,0,0,1,0,0,0,0,0
45,1,61,1186000,0,204,0,1,10,0,0,3,0,0,0,0,0
46,1,66,1231000,0,144,0,0,10,0,0,3,0,0,0,0,0
47,1,40,891000,0,180,0,0,10,0,0,12,0,0,0,0,0
48,1,59,838000,0,216,0,0,10,0,0,3,0,0,0,0,0
49,1,48,864000,0,252,0,1,10,0,0,6,0,0,0,0,0
50,1,38,942000,0,132,0,0,10,0,0,3,0,0,0,0,0
51,1,67,1306000,0,168,0,0,10,0,0,12,0,0,0,0,0
52,1,42,1174000,0,132,0,0,10,0,0,11,0,0,0,0,0
53,1,49,844000,0,120,0,1,10,0,0,7,0,0,0,0,0
54,1,43,1276000,0,96,0,1,10,0,0,3,0,0,0,0,0
55,1,31,1040000,0,120,0,0,10,0,0,11,0,0,0,0,0
56,1,48,868000,0,168,0,0,10,0,0,12,0,0,0,0,0
57,1,47,430000,0,120,0,0,10,0,0,9,0,0,0,0,0
58,1,53,1445000,0,132,0,1,10,0,0,4,0,0,0,0,0
59,1,58,530000,0,108,0,1,10,0,0,4,0,0,0,0,0
60,1,35,916000,0,168,0,1,10,0,0,10,0,0,0,0,0
61,1,72,1190000,0,180,0,0,10,0,0,11,0,0,0,0,0
62,1,51,636000,0,156,0,1,10,0,0,7,0,0,0,0,0
63,1,38,1339000,0,132,0,0,10,0,0,1,0,0,0,0,0
64,1,53,1421000,0,216,0,0,10,0,0,12,0,0,0,0,0
65,1,70,740000,0,120,0,1,10,0,0,8,0,0,0,0,0
66,1,28,914000,0,36,0,0,10,0,0,11,0,0,0,0,0
67,1,55,1135000,0,228,0,0,10,0,0,8,0,0,0,0,0
68,1,45,376000,0,156,0,1,10,0,0,5,0,0,0,0,0
69,1,62,666000,0,120,0,0,10,0,0,1,0,0,0,0,0
70,1,45,1081000,0,144,0,1,10,0,0,3,0,0,0,0,0
71,1,49,909000,0,156,0,1,10,0,0,10,0,0,0,0,0
72,1,42,1115000,0,240,0,1,10,0,0,9,0,0,0,0,0
73,1,40,1022000,0,72,0,0,10,0,0,2,0,0,0,0,0
74,1,47,1256000,0,24,0,0,10,0,0,9,0,0,0,0,0
75,1,57,988000,0,96,0,1,10,0,0,2,0,0,0,0,0
76,1,22,835000,0,12,0,0,10,0,0,1,0,0,0,0,0
77,1,23,741000,0,0,0,1,10,0,0,3,0,0,0,0,0
78,1,49,1155000,0,156,0,0,10,0,0,5,0,0,0,0,0
79,1,56,965000,0,192,0,1,10,0,0,5,0,0,0,0,0
80,1,76,987000,0,228,0,1,10,0,0,11,0,0,0,0,0
